id,name,sku,variable,category_id
3184,SCAPOLITE,SCA,,POLISHED 
3185,"SCAPOLITE, GOLDEN",SCA,GLD,POLISHED 
3186,"SCAPOLITE, PURPLE",SCA,PUR,POLISHED 
3187,SCOLECITE,SCL,,POLISHED 
3188,SELENITE,SEL,,POLISHED 
3189,"SELENITE, ORANGE",SEL,ONG,POLISHED 
3190,SEPTARIA,SEPT,,POLISHED 
3191,SERAPHINITE,SRA,,POLISHED 
3192,SERPENTINE,SRP,,POLISHED 
3193,"SERPENTINE, PINK",SRP,PNK,POLISHED 
3194,SHATTUKITE,SHT,,POLISHED 
3195,SHIVA LINGAM,SHV,LNG,POLISHED 
3196,"SHRILING GLASS, GREEN",SHGLS,GRN,POLISHED 
3197,SHUNGITE,SNG,,POLISHED 
3198,"SHUNGITE, ELITE",SNG,ELT,POLISHED 
3199,"SINGLE TERMINATE, WAND",STW,,POLISHED 
3200,SMAMATITE,SHM,,POLISHED 
3201,SMITHSONITE,SMT,,POLISHED 
3202,SODALITE,SDA,,POLISHED 
3203,"SODALITE, SUNSET",SDA,SUN,POLISHED 
3204,SPHALERITE,SPH,,POLISHED 
3205,SPHERE,SPHR,,POLISHED 
3206,SPINEL,SPN,,POLISHED 
3207,STICHTITE,STC,,POLISHED 
3208,STILBITE,STB,,POLISHED 
3209,"STONE, GREEN SPOT",STN,GRSP,POLISHED 
3210,"STONE, RED LINE",STN,RDLN,POLISHED 
3211,"STROMATOLITE, CHINA",STRM,CHN,POLISHED 
3212,SUGILITE,SUG,,POLISHED 
3213,SUNSTONE,SST,,POLISHED 
3214,"SUNSTONE, ILLUSION",SST,ILU,POLISHED 
3215,SUPER 7 (MELODY'S STONE),SUP7,,POLISHED 
3216,TANZANITE,TNZ,,POLISHED 
3217,TEKTITE,TKT,,POLISHED 
3218,"TEKTITE, LIBYAN GOLD",TKT,LIB,POLISHED 
3219,TERAHERTZ,THRZ,,POLISHED 
3220,TETRAHEDRON,TTHDRN,,POLISHED 
3221,THULITE,THU,,POLISHED 
3222,TIGER'S EYE,TGR,,POLISHED 
3223,"TIGER'S EYE, BLUE (HAWK EYE, FALCON EYE)",TGR,BLU,POLISHED 
3224,"TIGER'S EYE, GOLD",TGR,GLD,POLISHED 
3225,"TIGER'S EYE, GREEN",TGR,GRN,POLISHED 
3226,"TIGER'S EYE, RED",TGR,RED,POLISHED 
3227,"TIGRINA, STONE",TGST,,POLISHED 
3228,TOPAZ,TPZ,,POLISHED 
3229,"TOPAZ, IMPERIAL",TPZ,IMP,POLISHED 
3230,TOURMALINE,TOUR,,POLISHED 
3231,"TOURMALINE, BLACK",TOUR,BLK,POLISHED 
3232,"TOURMALINE, BLUE",TOUR,BLU,POLISHED 
3233,"TOURMALINE, GREEN",TOUR,GRN,POLISHED 
3234,"TOURMALINE, MIXED",TOUR,MXD,POLISHED 
3235,"TOURMALINE, ORANGE",TOUR,ONG,POLISHED 
3236,"TOURMALINE, PINK",TOUR,PNK,POLISHED 
3237,"TOURMALINE, PINK LEPIDOLITE IN QTZ",TOUR,PNKL,POLISHED 
3238,"TOURMALINE, WATERMELON",TOUR,WTRM,POLISHED 
3239,TREMOLITE,TRM,,POLISHED 
3240,TRIPLITE,TRPL,,POLISHED 
3241,TROLLEITE,TRLT,,POLISHED 
3242,TURQUOISE,TRQ,,POLISHED 
3243,UNAKITE,UNK,,POLISHED 
3244,VANADINITE,VND,,POLISHED 
3245,VARISCITE ,VRS,,POLISHED 
3246,VERDITE ,VRD,,POLISHED 
3247,VESUVIANITE,VES,,POLISHED 
3248,VIVIANITE,VIV,,POLISHED 
3249,WAGNERITE,WGNR,,POLISHED 
3250,ZEBRADORITE,ZBR,,POLISHED 
3251,ZEOLITES,ZEO,,POLISHED 
3252,ZIRCON (JACINTH),ZRC,,POLISHED 
3253,"ZOISITE, RUBY",ZOI,RBY,POLISHED 
